,raw,kk,normalized-stress,minopt,sheppard,sheppardscale,ratios,kruskal
grafo3813,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']","['tsnet', 'stress', 'sfdp', 'neato', 'twopi', 'random']"
grafo3815,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3827,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['twopi', 'stress', 'neato', 'sfdp', 'tsnet', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo383,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo3839,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3840,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['sfdp', 'stress', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3841,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3844,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3846,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3850,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3853,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']",,"['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo3854,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3855,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3856,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'tsnet', 'neato', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3883,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'twopi', 'stress', 'sfdp', 'tsnet', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3884,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3885,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'random', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo3886,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'sfdp', 'stress', 'neato', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['sfdp', 'stress', 'neato', 'twopi', 'random', 'tsnet']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo3888,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']"
grafo3891,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3899,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3903,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo391,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo3912,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3918,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3919,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo393,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3933,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3943,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3944,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3954,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo396,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo3965,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo3977,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo3979,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo398,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo3990,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['tsnet', 'random', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']"
grafo3992,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'tsnet', 'neato', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo3994,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4002,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4010,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo4022,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4027,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4029,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']"
grafo4031,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo4037,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4052,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'twopi', 'neato', 'sfdp', 'random', 'tsnet']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo4054,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4063,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'twopi', 'sfdp', 'neato', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4065,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4085,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']"
